Event Num,Event Title,Article Set,Selected Article,Stakeholder,Giver,Receiver,Problematic Behavior,Aftermath,Platform,Link
34601,"Relative of mosque attack victim watched massacre online, court hears","('Relative of mosque attack victim watched massacre online, court hears', 'dpa international (english)', '2020-08-25')",Can Facebook Ever Stop the Drama?,S->1-r,S,1-r,Offensive & Objectionable Content_Hateful Content,Platform Reputation Damage,Facebook,
22921,,"(Canada to crack down on online child pornography, 2009)",Canada to crack down on online child pornography,1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,Legal Action,Online,
32085,Host of racist online 'swatting' group sentenced to 33 months,"(College student who hosted racist online ‘swatting’ group is sentenced to 33 months, the washington post, 2021-03-15)",College student who hosted racist online ‘swatting’ group is sentenced to 33 months,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Hateful Content,Legal Action,Online,https://www.washingtonpost.com/local/legal-issues/atomwaffen-swatting-virginia-sentence/2021/03/15/40e56be6-8277-11eb-9ca6-54e187ee4939_story.html
25173,Dark cloud of racism hangs over online gaming,"('Dark cloud of racism hangs over online gaming', 'irish times', '2005-12-16')",Dark cloud of racism hangs over online gaming,n-r->n-r,n-r,n-r,Offensive & Objectionable Content__Hateful Content,,Online game chatroomes,https://www.irishtimes.com/business/dark-cloud-of-racism-hangs-over-online-gaming-1.1287176
48306,"Putin reports millions of attacks on websites, orders FSB to clean internet","('Putin reports millions of attacks on websites, orders FSB to clean internet', 'bbc monitoring newsfile', '2015-03-26')",Facebook and Google agree to block hate speech in Germany,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Hateful Content,Protective Measures,"Facebook, Google, Twitter",
59821,Internet ticket scams - Buyers must always beware,"(Consumers warned of online sporting event scams, irish examiner, 2012-01-04)",Facebook and Twitter Postings Cost CFO His Job,1-r->1-i,1-r,1-i,Offensive & Objectionable Content_Hateful Content,Restricted from job/school,"Facebook, Twitter",
48718,Facebook removes cat-punching page,"('Facebook removes cat-punching page', 'the korea times', '2015-02-10')",Facebook removes cat-punching page,1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,,Facebook,https://www.koreatimes.co.kr/amp/world/20150210/facebook-removes-cat-punching-page
53081,Myanmar web user sued for criticising ethnic group chief,"('Myanmar web user sued for criticising ethnic group chief', 'bbc monitoring asia pacific', '2018-01-09')",Fleeting mistakes live forever online,1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Hateful Content,Public Apology,Twitter,https://www.chicagotribune.com/2018/08/09/fleeting-mistakes-live-forever-online/
16918,Bahraini opposition activist rearrested over Twitter comments,"('Bahraini opposition activist rearrested over Twitter comments', 'bbc monitoring newsfile', '2012-06-07')","G2: Twitter's tales of sexism: On International Women's Day last week, Linda Grant tweeted her thoughts about why feminism still matters. Thousands of shocking responses - from women and men - proved her point",1-r->1-r,1-r,1-r,Offensive & Objectionable Content_Hateful Content,,Twitter,
16773,Beating video may be a mental health watershed,"('Beating video may be a mental health watershed', 'los angeles times', '2012-05-09')",Gawker unveils new comments system and Nick Denton immediately uses it to pick fight with BuzzFeed,1-i->1-i,1-i,1-i,Offensive & Objectionable Content_Hateful Content,,Gawker,
2879,Malavika's Mumbaistan: Social media sloganeering,"('Malavika's Mumbaistan: Social media sloganeering', 'the hindustan times', '2018-05-30')",India Inc strikes at trolls on its rolls,1-r->1-i,1-r,1-i,Offensive & Objectionable Content_Hateful Content,Restricted from job/school,Twitter,
58451,Santa Ana police officers who blasted Disney songs to thwart video recording are under investigation,"('Santa Ana police officers who blasted Disney songs to thwart video recording are under investigation', 'los angeles times', '2022-04-15')",Kanhaiya murder: Udaipur cops keep tabs on social media posts,1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,"Restriction on social media usage (content remove, ban, etc.)",Social Media,
37331,Kavita Kaushik says she feels empathy for Hrithik Roshan after Kangana Ranaut's recent controversial comments,"('Kavita Kaushik says she feels empathy for Hrithik Roshan after Kangana Ranaut's recent controversial comments', 'the hindustan times', '2020-04-20')",Kavita Kaushik says she feels empathy for Hrithik Roshan after Kangana Ranaut’s recent controversial comments,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.hindustantimes.com/bollywood/kavita-kaushik-says-she-feels-empathy-for-hrithik-roshan-after-kangana-ranaut-s-recent-controversial-comments/story-h5FeMveZYlR26WYLDJnUAO.html
20810,US commentators label Oz KFC ad 'racist',"('US commentators label Oz KFC ad 'racist'', 'the hindustan times', '2010-01-06')",KFC accused of racism over Australian advertisement,1-i->n-r,1-i,n-r,Offensive & Objectionable Content__Hateful Content,,Online,https://www.theguardian.com/business/2010/jan/06/kfc-advertisement-accused-of-racism
32154,Livestreaming bill introduced after Christchurch attacks could criminalise innocent people,"('Livestreaming bill introduced after Christchurch attacks could criminalise innocent people', 'the guardian', '2021-03-16')",Livestreaming bill introduced after Christchurch attacks could criminalise innocent people,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Legislation,Online,https://www.theguardian.com/world/commentisfree/2021/mar/15/livestreaming-bill-introduced-after-christchurch-attacks-could-criminalise-innocent-people
,,"(Love in the time of phone porn, 2007)",Love in the time of phone porn,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,,bebo,https://www.theguardian.com/education/2007/jan/30/sexeducation.schools
62569,Man booked for abusive video,"(Man booked for making abusive video, the times of india, 2021-04-10)",Man booked for making abusive video,1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Hateful Content,Legal Action,WhatsApp,https://timesofindia.indiatimes.com/city/rajkot/man-booked-for-making-abusive-video/articleshow/81975590.cms
55926,"Ex-McCain rival who urged him to step down says she's targeted by fake news, asks for donations","('Ex-McCain rival who urged him to step down says she's targeted by fake news, asks for donations', 'the washington post', '2017-07-25')",Obscene video posted from BJP MLA's Facebook account shocks followers,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,"Restriction on social media usage (content remove, ban, etc.), Legal Action",Facebook,
,,"(Online Smut: More Young People Getting an Eyeful, 2007)",Online Smut: More Young People Getting an Eyeful,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,,Online,
57012,"In video, midshipmen vow to fight assaults","('In video, midshipmen vow to fight assaults', 'the washington post', '2014-10-03')",Outburst by Prominent Party Official Reverberates Online,n-r->1-i,n-r,1-i,Offensive & Objectionable Content_Hateful Content,"Restriction on social media usage (content remove, ban, etc.)",Online,
46944,UP govt writes to Twitter to remove objectionable content,"(Police blind to terror plots due to 'irresponsible' social media sites, the daily telegraph, 2015-10-06)","Page 3 is going bust, but boobs are still making money online",S->n-r,S,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,
51404,"Facebook Plans to Expand Program to Fight Against Online Hate-Speech; Online Civil Courage Initiative will offer advertising credits, marketing advice to a broader array of groups","('Facebook Plans to Expand Program to Fight Against Online Hate-Speech; Online Civil Courage Initiative will offer advertising credits, marketing advice to a broader array of groups', 'wall street journal', '2016-09-21')",Pakistan orders online pornography ban,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,Protective Measures,Online,
23499,Parents to be shown how to protect children online: New codes of practice for social network sites and video games: New rules to protect children on internet,"('Parents to be shown how to protect children online: New codes of practice for social network sites and video games: New rules to protect children on internet', 'the guardian', '2008-03-27')",Parents to be shown how to protect children online,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,,Online,https://www.theguardian.com/technology/2008/mar/27/privacy.childprotection
9120,Crucial to verify age to make social media safer for children,"(Molly Russell inquest delayed to ensure social media posts handled ‘sensitively’, the guardian, 2022-09-20)",RSPCA condemns ‚Äòvery upsetting‚Äô video of Kurt Zouma hitting cat,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Public Apology,Online,
28304,American jailed for anti-Saudi tweets released,"(Saudi Arabia frees U.S. citizen imprisoned over tweets about crown prince, the washington post, 2023-03-21)",Sharmila Tagore recalls horrible comments after Taimur was born: 'Would be better if Kareena Kapoor had Zika',n-r->1-i,n-r,1-i,Offensive & Objectionable Content_Hateful Content,,Social Media,
31117,Shaun Bailey criticised for ‘victim blaming’ girls in comments on domestic violence,"('Shaun Bailey criticised for ‘victim blaming’ girls in comments on domestic violence', 'the guardian', '2021-04-28')",Shaun Bailey criticised for ‘victim blaming’ girls in comments on domestic violence,n-r->1-i,1-i,n-r,Offensive & Objectionable Content_Hateful Content,Public Backlash,Social Media,https://www.theguardian.com/uk-news/2021/apr/28/shaun-bailey-criticised-for-victim-blaming-girls-in-comments-on-domestic-violence
47218,Grounded United passengers air their complaints online – then start drinking,"('Grounded United passengers air their complaints online – then start drinking', 'the guardian', '2015-07-08')","Teen killed classmate and uploaded ‘selfie’ with the body to Snapchat, police say",1-r->1-r,1-r,1-r,Offensive & Objectionable Content_Graphic&Violent Content,Legal Action,Snapchat,
24261,The Web fuels hate speech,"('The Web fuels hate speech', 'new york times', '2007-11-15')",The Web fuels hate speech,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Hateful Content,Finance mitigating organization,"Google, Youtube",https://www.nytimes.com/2007/11/15/opinion/15iht-edwolf.1.8351023.html
48681,"Noah jokes fall flat; 'Daily Show's' future host is criticized over tweets that many find sexist, anti-Semitic.","(Trevor Noah Learns Twitter Just Can't Take a Joke, new york times, 2015-04-01), (Daily Show's Trevor Noah under fire for Twitter jokes about Jews and women, the guardian, 2015-04-01)",Trevor Noah Learns Twitter Just Can’t Take a Joke,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.nytimes.com/2015/04/02/opinion/trevor-noah-learns-twitter-just-cant-take-a-joke.html
23942,YouTube Banned in Turkey After Insults to Ataturk,"(Turks and Greeks in virtual war on YouTube, the daily telegraph, 2007-03-08), (Turkey ignites over YouTube flame war, the guardian, 2007-03-08), (Turkey: YouTube Blocked Over Content Found Offensive, new york times, 2007-03-08), (YouTube asking Turkey to restore access to site, new york times, 2007-03-08), (Turkey bans YouTube in video flap; A court rules that clips about the nation's revered modern-day founder are an insult., los angeles times, 2007-03-08), (World Business Briefing Europe: Turkey: YouTube Blocked Over Content Found Offensive, new york times, 2007-03-08), (Court blocks access to YouTube in Turkey, new york times, 2007-03-08), (Turks block YouTube to protest Ataturk clip ; Court orders ban on access to video site because of posting said to insult state's founder, chicago tribune, 2007-03-08), (Turkey: Youtube services blocked over footage insulting Ataturk, bbc monitoring media, 2007-03-07), (Turkey: Court Pulls Plug on YouTube, new york times, 2007-03-08), (California and the West; Viacom defends online strategy; Its CEO says it got tough with YouTube because its posting of 100,000 unauthorized video clips hurt ad dollars., los angeles times, 2007-03-07)",Turkey ignites over YouTube flame w,n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Hateful Content,,Youtube,https://www.theguardian.com/technology/blog/2007/mar/08/turkeyignites
31331,Twitter locks out Chinese Embassy,"(Twitter account of Chinese embassy in US locked after Uighurs post, irish examiner, 2021-01-21)",Twitter locks account of China’s US embassy for post on Xinjiang,1-i->n-r,1-i,n-r,Offensive & Objectionable Content _ Hateful Content,Platform Ban,Twitter,https://www.aljazeera.com/news/2021/1/21/twitter-locks-account-of-chinas-us-embassy-for-post-on-xinjiang
21550,,"(UK banker fired for boasting about '6K redundancy payout on Facebook, 2010)",UK banker fired for boasting about '6K redundancy payout on Facebook,1-r->n-r,1-r,1-i,Offensive & Objectionable Content_Hateful Content,"Restricted from job/school, Legal Action",Facebook,
24689,Union Will Step Up Scrutiny Of Computer Message Board; Leaders Want Power to Deny Access for Abusive Comments,"(Union's Online Controls Greeted Warily; Labor Group's President Concedes Slowness to Act Against Offensive Messages, the washington post, 2006-04-01)",Union's Online Controls Greeted Warily,n-r->n-r,n-r,n-r,Offensive & Objectionable Content__Hateful Content,,Online message board,https://www.washingtonpost.com/archive/local/2006/04/01/unions-online-controls-greeted-warily-span-classbankheadlabor-groups-president-concedes-slowness-to-act-against-offensive-messagesspan/2df17082-daae-4d91-b2eb-a8564d896a1e/
36791,"Cellphone video surfaces, showing Chicago cop punching handcuffed man on West Side, says man’s attorney","('Cellphone video surfaces, showing Chicago cop punching handcuffed man on West Side, says man’s attorney', 'chicago tribune', '2020-06-13')","Video shows Chicago police officer punching handcuffed man, attorney says; COPA investigating",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Legal Action,Social Media,https://chicago.suntimes.com/news/2020/6/14/21290768/chicago-police-officer-throwing-punching-back-head-sterlin-boston-david-gaeger
17045,It's 'Dallas at the Elysee' after Twitter jibe,"('It's 'Dallas at the Elysee' after Twitter jibe', 'irish examiner', '2012-06-13')",Web Posts Can Be Used By Firms Against You,1-r->1-i,1-r,1-i,Offensive & Objectionable Content_Hateful Content,Restricted from job/school,Facebook,
